Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood_cluster,playlist_name
4056,6VJYENs5BugMc1dCVepivD,Cigarettes After Sex,Cigarettes After Sex,Flash,60,274576,False,0.561,0.367,0,-10.35,0,0.0246,0.373,0.831,0.0989,0.125,73.993,4,ambient,1,Chill Indie
4069,0bndF6tTweNXPjwpPL7Slt,Novo Amor,Haven (from Life Is Strange),Haven (from Life Is Strange),67,172500,False,0.556,0.261,4,-11.668,1,0.0289,0.797,0.016,0.0893,0.219,110.841,4,ambient,1,Chill Indie
4100,6qMcBfQ3Dy3Cn6q27tcQDR,Apparat,"Goodbye (Theme from Dark, a Netflix Original Series)","Goodbye - Theme from Dark, a Netflix Original Series",40,256786,False,0.483,0.456,1,-14.013,0,0.0439,0.396,0.571,0.301,0.183,87.154,4,ambient,1,Chill Indie
4110,62CprXvSWsKBvYu3Yba55A,Sleeping At Last,Atlas: Enneagram,Two,60,258609,False,0.504,0.327,4,-9.49,1,0.0367,0.902,7.63e-06,0.445,0.299,132.803,4,ambient,1,Chill Indie
4114,0EnJ7hwoixkSPHQHMDAsQ5,Mercuzio Pianist,I Just Want You (From 'Castle'),I Just Want You - From 'Castle',56,95033,False,0.699,0.18,4,-22.361,0,0.0731,0.99,0.836,0.0649,0.268,129.775,4,ambient,1,Chill Indie
4115,285ieonEuLkll3zknYK2TY,Gustavo Santaolalla,The Last of Us,The Last of Us,61,183533,False,0.574,0.468,4,-12.392,0,0.0305,0.867,0.928,0.098,0.352,154.626,3,ambient,1,Chill Indie
4121,7gH3Oc5AaQs54XtEoLovox,Flower Face,The Shark in Your Water,Pisces Moon,51,219004,False,0.525,0.411,1,-8.829,1,0.0261,0.671,0.000338,0.0989,0.197,138.112,3,ambient,1,Chill Indie
4123,6eusWfAal7mOOLr0XFLkiY,Novo Amor,"Cannot Be, Whatsoever",Decimal,61,178626,False,0.577,0.434,7,-8.437,1,0.0303,0.887,0.215,0.0822,0.321,79.497,4,ambient,1,Chill Indie
4125,5xbuJuQsTVheVZvX2AJVIv,Max Richter;Daniel Hope;Konzerthaus Kammerorchester Berlin;Andre de Ridder,"Recomposed By Max Richter: Vivaldi, The Four Seasons",Spring 1 - 2012,65,151506,False,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,3,ambient,1,Chill Indie
4151,0vSGh7m49wOnmPDkv3m9m1,The Saxophones,If You're in the Water,If You're on the Water,44,240430,False,0.651,0.123,5,-13.957,1,0.029,0.947,0.103,0.109,0.115,107.044,4,ambient,1,Chill Indie
4154,4WyhOKXtCkNVcgfTBpYaxm,Christian Löffler,Ronda,Ronda,57,346586,False,0.794,0.307,3,-15.629,0,0.0486,0.674,0.935,0.0954,0.171,119.994,4,ambient,1,Chill Indie
4158,19jTCAxeVnkwKnWHSsdg0i,Novo Amor;Gia Margaret,No Fun / Lucky for You,Lucky for You,56,136000,False,0.529,0.31,10,-12.159,1,0.0388,0.928,0.514,0.102,0.73,177.972,4,ambient,1,Chill Indie
4164,2iSRdZZpV8NhJOLaLdaoSD,Project AER;WYS,3 Am. Study Session,After Sunset,48,160644,False,0.682,0.105,5,-16.983,1,0.0337,0.877,0.884,0.0896,0.258,124.027,4,ambient,1,Chill Indie
4169,7ErkrGvaAbLWgWS7wJ4D7f,Mercuzio Pianist,J'y suis jamais allé (From ''Amelie''),J'y suis jamais allé - From ''Amelie'',58,63831,False,0.58,0.192,4,-24.026,0,0.0479,0.995,0.926,0.139,0.393,105.052,4,ambient,1,Chill Indie
4173,1RgiH5ucgoEWDKmGyA5drQ,Sleeping At Last,Atlas: I,Neptune,57,280370,False,0.602,0.371,9,-11.575,0,0.0322,0.23,0.0,0.0887,0.211,120.01,4,ambient,1,Chill Indie
4175,7AkPusgKsrTqbOcTTbRnFr,Novo Amor,"Cannot Be, Whatsoever",Halloween,63,154773,False,0.649,0.467,5,-6.589,1,0.0304,0.874,1.68e-05,0.114,0.353,106.549,4,ambient,1,Chill Indie
4176,1ulB5740qjdSila4Vjnb7Z,Novo Amor,"Cannot Be, Whatsoever",Birdcage,54,202226,False,0.574,0.407,1,-8.321,1,0.0243,0.902,0.637,0.0927,0.223,82.047,4,ambient,1,Chill Indie
4178,5TmKvbzD7zEbZLNfhAHTar,Project AER,Journals,Where We Are,56,159389,False,0.733,0.147,9,-16.465,0,0.0393,0.902,0.883,0.114,0.0432,122.003,3,ambient,1,Chill Indie
4184,1tjYTA591mOo8jnAlk7T65,Mercuzio Pianist,"Hidden Gems, Vol. 1","J'y suis jamais allé - Theme from ""Amelie""",58,91039,False,0.517,0.41,4,-17.598,0,0.0393,0.964,0.924,0.119,0.317,105.034,4,ambient,1,Chill Indie
4201,5oxWFclzZaZZWlo0BZWz6j,Cigarettes After Sex,Heavenly,Heavenly,49,288594,False,0.538,0.431,8,-9.299,1,0.0249,0.628,0.68,0.11,0.124,105.146,4,ambient,1,Chill Indie
4202,7kzz52nsw2wy0LPQ84ynHE,Kyson,Every High,Every High,56,213204,False,0.702,0.372,11,-12.298,1,0.0478,0.629,0.0114,0.0972,0.189,114.077,4,ambient,1,Chill Indie
4218,7gNMA44kr4X9g3KVdlzE0R,Mree,In the Kitchen,In the Kitchen,53,211240,False,0.567,0.344,0,-13.8,0,0.0326,0.91,0.121,0.107,0.272,117.563,3,ambient,1,Chill Indie
4219,3cIG78oBauowzEbkBwWADN,This Will Destroy You,S/T,They Move on Tracks of Never-Ending Light,52,416333,False,0.645,0.188,6,-19.37,1,0.0377,0.546,0.836,0.0952,0.0748,119.999,4,ambient,1,Chill Indie
4228,3cBtANnJGopPaRMXCl3mV7,Sleeping At Last,"Covers, Vol. 1",Every Little Thing She Does Is Magic,55,196806,False,0.613,0.314,1,-9.575,1,0.031,0.975,8.41e-06,0.0946,0.421,132.776,4,ambient,1,Chill Indie
4240,2MZSXhq4XDJWu6coGoXX1V,Aphex Twin,Drukqs,Avril 14th,64,125520,False,0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,4,ambient,1,Chill Indie
4244,5RqKo9P4DLA0bVyY70cWkr,Ólafur Arnalds,re:member,saman,65,131923,False,0.583,0.0238,0,-32.244,0,0.0369,0.994,0.847,0.103,0.426,108.74,4,ambient,1,Chill Indie
4253,3VbWnPbVYxJ4rmwFGJw0D2,Cigarettes After Sex,Falling In Love,Falling In Love,47,245840,False,0.472,0.27,7,-11.649,1,0.027,0.729,0.0158,0.125,0.373,140.673,4,ambient,1,Chill Indie
4264,4J0LMAbGMFktgaR9CfF5FU,Novo Amor,Birthplace,"Oh, Round Lake",51,175093,False,0.564,0.227,1,-14.668,1,0.0407,0.963,0.000824,0.0601,0.222,124.824,4,ambient,1,Chill Indie
4289,4QrP9gVlY2cXvdR5RG8nhV,Flower Face,Baby Teeth,April to Death,53,232617,True,0.59,0.382,1,-11.039,1,0.0296,0.817,4.37e-05,0.116,0.287,98.029,4,ambient,1,Chill Indie
4305,5SDHPiJN0Z7qlUNvXJhPFo,Novo Amor,I Make Sparks,I Make Sparks,51,218573,False,0.591,0.37,0,-12.9,1,0.0343,0.895,0.737,0.103,0.352,143.94,4,ambient,1,Chill Indie
4320,2tSjhsJNIMBjNpnapXnd7y,Novo Amor,Birthplace,Birthplace,49,190573,False,0.744,0.329,1,-9.869,1,0.0312,0.954,0.591,0.0971,0.389,125.631,4,ambient,1,Chill Indie
4325,04KkoQzL9rMw4jjDzCbET7,Novo Amor,"Cannot Be, Whatsoever",I Feel Better,50,168786,False,0.579,0.606,6,-5.704,1,0.0319,0.743,0.0895,0.113,0.348,155.042,4,ambient,1,Chill Indie
4342,21JL0gpeAYgbSUmzhgSPJz,Julien Baker;Phoebe Bridgers;Lucy Dacus,boygenius,Souvenir,60,212467,False,0.605,0.299,6,-11.192,0,0.0264,0.751,0.474,0.0943,0.181,109.008,4,ambient,1,Chill Indie
4344,74uoN2UfgdUAzwVeFaRUE2,Julien Baker;Phoebe Bridgers;Lucy Dacus,boygenius,Me & My Dog,61,206465,False,0.487,0.509,0,-9.051,1,0.0241,0.58,0.00878,0.115,0.2,94.017,4,ambient,1,Chill Indie
4350,5sPQZv8GaaGrRFLa5dDzRK,Christian Löffler;Mohna,Mare,Haul (feat. Mohna),53,315369,False,0.634,0.207,11,-22.772,0,0.0354,0.434,0.881,0.105,0.174,117.981,4,ambient,1,Chill Indie
4354,2unMCmT3nl0VBRFI3J0xIv,Tony Anderson,Nuit,Éclosion,46,295200,False,0.515,0.177,9,-28.931,0,0.0537,0.964,0.954,0.0999,0.496,149.964,4,ambient,1,Chill Indie
4359,4LBFqH24mw9D33j3KxDK7w,Michael Brook;Nusrat Fateh Ali Khan,Night Song (Real World Gold),Sweet Pain,27,388266,False,0.555,0.272,7,-15.373,0,0.0323,0.35,0.642,0.097,0.167,74.913,4,ambient,1,Chill Indie
4360,7lAruwEkie4qgyt0LNvUtL,Michael Brook;Nusrat Fateh Ali Khan,Night Song (Real World Gold),Intoxicated,26,454506,False,0.616,0.482,2,-13.689,1,0.0657,0.723,0.537,0.0802,0.234,171.825,4,ambient,1,Chill Indie
4365,2IpAtl7IXlHl2BQKcR5lc2,Mree,The Middle,Kiki’s Song,49,224666,False,0.533,0.427,1,-11.135,0,0.0322,0.835,0.0199,0.0831,0.379,124.813,5,ambient,1,Chill Indie
4370,6rGBWSCtMqurKFEvpa2lW2,Foreign Fields,The Beauty of Survival,Don't Give Up,53,233411,False,0.757,0.388,3,-13.754,1,0.044,0.88,0.382,0.104,0.74,114.031,4,ambient,1,Chill Indie
4383,06C07UFuGEy7eNdOOITLhK,Flower Face,Pisces Moon (Alternate Version),Pisces Moon,23,219004,False,0.525,0.411,1,-8.829,1,0.0261,0.671,0.000338,0.0989,0.197,138.112,3,ambient,1,Chill Indie
4401,5OySktqTcVI9raXKmrdGNr,Tony Anderson,Éclosion,Éclosion,43,295200,False,0.514,0.174,9,-28.958,0,0.0544,0.965,0.964,0.0998,0.513,150.056,4,ambient,1,Chill Indie
4402,6simvKne22uVh5ryufUF8U,Tom Day,2012,Going Home,38,350000,False,0.621,0.504,6,-13.143,0,0.0286,0.771,0.736,0.284,0.0564,95.995,4,ambient,1,Chill Indie
4404,6IGq3RtjQ7o25MvImbKzRQ,Novo Amor;Gia Margaret,No Fun / Lucky for You,No Fun,48,211500,False,0.584,0.151,11,-14.161,1,0.0337,0.912,0.698,0.109,0.286,127.076,4,ambient,1,Chill Indie
4417,57vqoCzYMTQhAR248IpjpL,The Native,Fall Down - EP,Halfway House,47,137919,False,0.571,0.374,4,-13.533,1,0.046,0.787,0.0,0.117,0.188,119.852,4,ambient,1,Chill Indie
4419,69T4iEoAPo1MZ2tv8ppUCW,You'll Never Get to Heaven,Images,Exquisite Tension,53,248295,False,0.705,0.275,3,-8.894,1,0.0264,0.843,0.604,0.1,0.139,132.0,4,ambient,1,Chill Indie
4441,40jiZBsr1W3SG15AGU9227,Keaton Henson,Dear,Small Hands,52,180693,False,0.649,0.525,5,-7.551,0,0.0347,0.912,0.000111,0.121,0.603,97.808,4,ambient,1,Chill Indie
4452,75NSzNM87xKteVMHKzzGab,Ishome,Confession,Ken Tavr,44,307896,False,0.612,0.427,10,-11.645,0,0.0521,0.539,0.924,0.115,0.0693,91.016,4,ambient,1,Chill Indie
4472,6UKrqWqzDTCYBCH2OXAMC3,Yann Tiersen,Cascade Street,I've Never Been There,57,95093,False,0.638,0.384,7,-7.193,1,0.047,0.926,0.341,0.44,0.766,99.967,4,ambient,1,Chill Indie
4478,78kPi2sLwSmILgJXz7wQxg,Jon Hopkins,Insides,Small Memory,54,100946,False,0.528,0.00779,1,-23.281,1,0.091,0.993,0.959,0.151,0.48,131.447,4,ambient,1,Chill Indie
4484,1GHJ3Fw7KK93fuI7BAhL4I,Flower Face,The Shark in Your Water,Maybe,47,185805,False,0.571,0.551,9,-7.898,0,0.0399,0.581,1.31e-05,0.286,0.413,134.915,3,ambient,1,Chill Indie
4504,4azoV50K4s4eBkGRHSVWYV,yutaka hirasaka,breath,eau,46,223520,False,0.667,0.329,5,-15.775,0,0.0298,0.936,0.942,0.104,0.428,128.015,4,ambient,1,Chill Indie
4509,6I7nESv5d9zf9DcEA9I25u,Christian Löffler;Henry Green,New Fires,New Fires,54,251591,False,0.712,0.569,6,-10.819,0,0.0348,0.346,0.492,0.0794,0.241,116.016,4,ambient,1,Chill Indie
4512,1tlRDKcS5x4qXwJsgpLwCp,Flower Face,Pisces Moon,Pisces Moon,35,219004,False,0.525,0.411,1,-8.829,1,0.0261,0.671,0.000338,0.0989,0.197,138.112,3,ambient,1,Chill Indie
4513,4rYMgi9PpmYY7pfgx4EahN,Aukai,Aukai,Alto Paraíso,55,146322,False,0.565,0.251,5,-16.988,0,0.0882,0.957,0.754,0.101,0.31,134.852,1,ambient,1,Chill Indie
4530,3JlVI5OZuBFhXQ9GUFdUxN,Flower Face,The Shark in Your Water,October Birds,43,181568,False,0.6,0.211,2,-15.272,1,0.0593,0.953,0.0,0.107,0.201,77.026,3,ambient,1,Chill Indie
4551,1d9TH6UbBljrMUh3CV21Nj,Perlo,Day by Day,Call Me a Fool,40,204556,False,0.568,0.669,5,-4.807,0,0.0316,0.528,0.446,0.108,0.381,119.95,4,ambient,1,Chill Indie
4554,3sAatKUX1OkCIAkopdMRTU,Christian Löffler;Mohna,Haul,Haul - Radio Edit,52,217134,False,0.615,0.417,11,-15.441,0,0.0373,0.287,0.862,0.215,0.117,117.982,4,ambient,1,Chill Indie
4565,547Nm5ni48VzcrPmyqRgS5,Gustavo Santaolalla,Motorcycle Diaries with additional Music,De Usuahia a la Quiaca,42,168733,False,0.495,0.389,3,-13.975,1,0.0409,0.644,0.597,0.0946,0.321,149.686,4,ambient,1,Chill Indie
4591,03h0ioes0mfaZIeAO1fV5o,Julien Baker;Phoebe Bridgers;Lucy Dacus,boygenius,Bite The Hand,57,192070,False,0.543,0.507,10,-8.119,1,0.0269,0.374,0.0343,0.11,0.193,100.13,4,ambient,1,Chill Indie
4606,3ArR6xtyGPGppZoy4999q0,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Rowing,49,102057,False,0.597,0.268,7,-18.485,0,0.0564,0.954,0.961,0.132,0.0992,137.942,3,ambient,1,Chill Indie
4612,2nlqFOnSp8TAqzi7KYnrRC,Novo Amor,Birthplace,Utican,47,175986,False,0.45,0.574,6,-6.568,1,0.0393,0.908,0.0289,0.126,0.321,145.674,4,ambient,1,Chill Indie
4621,3W3xcAOWb0TkMqqI7Rd5xg,Biosphere,Angel's Flight,Angel's Flight,44,352357,False,0.521,0.28,1,-16.645,1,0.0362,0.946,0.943,0.112,0.307,141.96,1,ambient,1,Chill Indie
4622,1hdDnQRPinE8hxYhW3uy6u,Gustavo Santaolalla,The Last of Us,The Path (A New Beginning),49,167066,False,0.635,0.256,11,-14.187,0,0.0355,0.874,0.95,0.107,0.249,92.025,4,ambient,1,Chill Indie
4624,2aqhXN3IEdTOoNP9wWCPsQ,Ludovico Einaudi;Mercan Dede,"Reimagined. Volume 2, Chapter 3",Nuvole Bianche - Reimagined by Mercan Dede,50,423047,False,0.55,0.342,8,-16.771,1,0.0337,0.695,0.884,0.0899,0.169,120.949,3,ambient,1,Chill Indie
4640,1jrFczYf5NysHccOQPXnNP,Ludovico Einaudi;Amsterdam Sinfonietta,Elements (Deluxe),Elements,51,365960,False,0.674,0.267,9,-17.058,0,0.0318,0.976,0.954,0.0847,0.394,107.749,4,ambient,1,Chill Indie
4691,2ozeCscFSmHW7FKLSTJlA4,Peter Sandberg,Balm,Synesthesia (Scaled Down Version),52,114461,False,0.679,0.0809,9,-21.97,1,0.0583,0.994,0.942,0.0969,0.195,130.049,4,ambient,1,Chill Indie
4695,0MN6XmUQqauhnaOm8BHuwB,Fous De La Mer;Clair Dietrich;J.C. Fous de la mer,Cosmic Lullaby (2022 Remix Edition),Cosmic Lullaby 432Hz - J.C. Fous De La Mer Remix,26,372727,False,0.682,0.444,5,-16.704,0,0.0964,0.646,0.873,0.113,0.261,131.991,4,ambient,1,Chill Indie
4703,1zl2OD6MgQoXlQJbXnXfJL,Tony Anderson,Nuit,Lune,41,210461,False,0.506,0.162,9,-27.524,0,0.0343,0.901,0.818,0.0972,0.502,129.948,3,ambient,1,Chill Indie
4706,0Oajka6trs5YNuLY2t1qib,Tom Day,Somewhere in October,Somewhere in October,45,247422,False,0.581,0.375,3,-16.464,1,0.0363,0.39,0.651,0.672,0.106,97.006,4,ambient,1,Chill Indie
4708,3Yagxg6rtkwN01AYzA862i,Ólafur Arnalds;Bonobo,Loom,Loom (feat. Bonobo),47,226866,False,0.545,0.18,5,-21.022,0,0.0337,0.988,0.906,0.0686,0.31,156.694,4,ambient,1,Chill Indie
4712,7rDZ4nCDVmaKrJeJacR0ih,Fejká;Marie Angerer,Infinity,Infinity (feat. Marie Angerer),45,252633,False,0.578,0.547,9,-12.526,0,0.032,0.564,0.853,0.112,0.0679,120.022,4,ambient,1,Chill Indie
4722,3qjgMPGzM3dnRwoAG3Mv4t,Novo Amor,"Cannot Be, Whatsoever",No Plans,46,195680,False,0.562,0.504,3,-8.359,1,0.0375,0.894,0.209,0.23,0.488,164.21,4,ambient,1,Chill Indie
4723,0HZtVLVL6oLU9WobKQxqGu,Bicep,Isles,Lido,50,200240,False,0.648,0.339,9,-14.428,0,0.0304,0.966,0.881,0.105,0.169,119.984,4,ambient,1,Chill Indie
4726,2ZZ3SXe3q8fwzVtIrQpEKy,Mercuzio Pianist,La noyée,La noyée - Amelie soundtrack,51,130652,False,0.567,0.243,7,-21.787,1,0.0581,0.995,0.892,0.0981,0.422,129.95,3,ambient,1,Chill Indie
4745,2qcbyAZxKglSsRaBhDE3PQ,Flower Face,Baby Teeth,Honey and Milk,44,223754,True,0.6,0.181,0,-11.581,1,0.0331,0.914,0.0,0.119,0.178,119.919,3,ambient,1,Chill Indie
4756,4ygSSIuPuM0EYu22s8YF4t,Grandbrothers,Open,Bloodflow,52,358560,False,0.483,0.623,3,-12.925,0,0.0376,0.651,0.883,0.134,0.376,97.033,4,ambient,1,Chill Indie
4793,7mmeq0ZmRwurYUujKsElqg,Ludovico Einaudi,Nightbook (Exclusive),Nightbook,49,350986,False,0.603,0.289,6,-16.3,0,0.0394,0.971,0.841,0.0921,0.194,123.978,4,ambient,1,Chill Indie
4808,6E3hxEJJENksZCVtRDZrpi,Ceeys,Hiddensee,Hiddensee,56,200348,False,0.492,0.0814,2,-24.477,1,0.0584,0.993,0.952,0.111,0.562,177.103,3,ambient,1,Chill Indie
4813,6hiPJSPAKqGTjPx1gUlKZS,Lucy Rose,Like I Used To,Be Alright,37,235560,False,0.578,0.162,5,-10.48,1,0.0374,0.74,0.0,0.178,0.195,135.495,4,ambient,1,Chill Indie
4819,6vMaCzTnismT6N45MDCMfa,You'll Never Get to Heaven,Images,Beyond the Clouds,47,248680,False,0.633,0.574,7,-9.667,0,0.0299,0.792,0.921,0.105,0.236,117.515,4,ambient,1,Chill Indie
4828,3DL7joEwJDh9Enw9IBSnjp,Dmitri Shostakovich;Borodin Quartet,"Shostakovich: String Quartets Nos. 1, 8 & 14","String Quartet No. 8 in C Minor, Op. 110: 2. Allegro molto",40,173133,False,0.421,0.46,7,-13.568,1,0.0375,0.966,0.894,0.105,0.435,125.925,4,ambient,1,Chill Indie
4845,3qxNT7aipw9k0RSFxbzV8O,Morten Myklebust,Break Up,Heartbroken,25,245554,False,0.567,0.476,5,-9.166,1,0.0294,0.527,0.603,0.103,0.279,126.602,4,ambient,1,Chill Indie
4851,7nnbb77c4fLnosiTk5QpxQ,Gustavo Santaolalla;Diego Luna,The Book of Life (Original Motion Picture Soundtrack),The Apology Song,55,172226,False,0.549,0.183,2,-11.398,0,0.0447,0.911,0.0,0.109,0.337,93.965,4,ambient,1,Chill Indie
4853,7I8v42wxDhfojsq3APrXU0,Meitei,Kofū,Kintsugi,51,66061,False,0.484,0.698,6,-19.799,1,0.431,0.987,0.819,0.0833,0.64,115.529,5,ambient,1,Chill Indie
4856,6mwHS78L18Da6HRO4HNo0i,Kyson,A Book Of Flying,You,47,236719,False,0.587,0.267,0,-14.936,0,0.0326,0.513,0.0363,0.075,0.0388,115.201,4,ambient,1,Chill Indie
4869,2pUfIeF044S7DQNdaOEAoR,Gustavo Santaolalla;Don Markese;Braulio Barrera;Javier Casalla;Anibal Kerpel,Motorcycle Diaries with additional Music,Apertura,36,168560,False,0.719,0.363,7,-12.567,1,0.0545,0.692,0.73,0.0803,0.122,142.046,3,ambient,1,Chill Indie
4875,3JpzqRcjxif901JZKAPLn6,Carbon Based Lifeforms,Hydroponic Garden,Mos 6581,40,440000,False,0.541,0.421,9,-11.792,0,0.0337,0.773,0.749,0.118,0.154,90.002,4,ambient,1,Chill Indie
4885,5e6KTL5lQVIGJRYvPO0L9X,René Aubry,Petits sauts délicats avec grand écart,Petite fille,25,169387,False,0.629,0.22,5,-15.028,1,0.0514,0.939,0.558,0.169,0.707,150.173,3,ambient,1,Chill Indie
4896,2qgtuOc1eoOnzitqzsYy9v,Wim Mertens,"What Are We, Locks, to Do?",Oxyrhynchus,26,367106,False,0.584,0.272,2,-13.011,1,0.032,0.938,0.0851,0.0977,0.161,111.038,4,ambient,1,Chill Indie
4898,1q6ek8IwZsfPYFrbiuSEOz,Alexis Ffrench,Truth - The Solo Piano Collection,Evermore - Solo Piano Version,25,169317,False,0.55,0.0502,2,-26.362,1,0.0462,0.995,0.886,0.0891,0.385,134.892,3,ambient,1,Chill Indie
